age,hh_fthr_frm,hh_size96,hh_land,landrich,hh_cattle,hh_stock,hh_plow_any,fthr_ed0,fthr_ed,mthr_ed0,mthr_ed,no_fthr96,no_mthr96,orphan96,abd,vote05
21,1,9,35,0,0,30,1,NA,NA,NA,NA,NA,NA,NA,1,NA
16,1,13,18,0,400,26,1,NA,NA,NA,NA,NA,NA,NA,0,NA
28,1,16,100,1,21,15,1,NA,NA,NA,NA,NA,NA,NA,0,NA
16,1,10,50,1,120,10,1,NA,NA,NA,NA,NA,NA,NA,0,NA
18,1,8,37.04999924,0,90,10,1,NA,NA,NA,NA,NA,NA,NA,1,NA
27,1,10,10,0,50,55,1,NA,NA,NA,NA,NA,NA,NA,1,NA
21,1,12,20,0,20,24,1,NA,NA,NA,NA,NA,NA,NA,1,NA
23,1,16,100,1,21,15,1,NA,NA,NA,NA,NA,NA,NA,0,NA
16,1,6,49.40000153,0,50,80,1,NA,NA,NA,NA,NA,NA,NA,0,NA
15,1,8,100,1,10,14,1,NA,NA,NA,NA,NA,NA,NA,0,NA
25,1,7,14.81999969,0,0,40,1,NA,NA,NA,NA,NA,NA,NA,0,NA
25,1,7,20,0,50,30,1,NA,NA,NA,NA,NA,NA,NA,0,NA
21,0,6,10,0,50,38,1,NA,NA,NA,NA,NA,NA,NA,1,NA
14,1,4,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
16,1,14,1,0,2,30,1,NA,NA,NA,NA,NA,NA,NA,0,NA
15,1,9,3,0,2,10,0,NA,NA,NA,NA,NA,NA,NA,0,NA
22,1,18,20,0,8,18,0,NA,NA,NA,NA,NA,NA,NA,1,NA
20,1,9,0.035590708,0,10,14,1,NA,NA,NA,NA,NA,NA,NA,1,NA
20,1,7,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
16,1,5,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
20,1,6,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
20,1,6,11.86356926,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
20,1,20,20,0,15,18,1,NA,NA,NA,NA,NA,NA,NA,1,NA
25,1,10,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
28,1,11,49.40000153,0,0,20,1,NA,NA,NA,NA,NA,NA,NA,0,NA
28,1,10,10,0,0,23,0,NA,NA,NA,NA,NA,NA,NA,1,NA
18,1,3,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
14,1,3,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
26,1,9,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
20,1,11,20,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,1,NA
23,1,6,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
18,1,5,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
28,1,7,27.17000008,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
20,1,7,6,0,0,12,0,NA,NA,NA,NA,NA,NA,NA,1,NA
15,1,5,49.40000153,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA
15,1,10,10,0,0,19,0,NA,NA,NA,NA,NA,NA,NA,0,NA
17,1,10,10,0,0,19,0,NA,NA,NA,NA,NA,NA,NA,1,NA
20,1,9,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
14,1,9,98.80000305,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
18,1,5,4,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,1,NA
15,1,5,4,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,1,NA
16,1,5,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
15,1,10,29.63999939,0,6,30,1,NA,NA,NA,NA,NA,NA,NA,1,NA
16,1,6,17.29000092,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
20,1,3,1,0,0,9,1,NA,NA,NA,NA,NA,NA,NA,1,NA
16,1,6,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
14,1,7,27.17000008,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
27,1,6,10,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,1,NA
21,0,8,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
24,1,12,70,1,62,30,1,NA,NA,NA,NA,NA,NA,NA,1,NA
26,1,12,70,1,62,30,1,NA,NA,NA,NA,NA,NA,NA,0,NA
28,1,3,20,0,0,30,0,NA,NA,NA,NA,NA,NA,NA,1,NA
28,1,6,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
25,1,15,12,0,5,5,1,NA,NA,NA,NA,NA,NA,NA,1,NA
17,1,5,19,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA
20,1,4,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
16,0,6,19.76000023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
28,1,9,19.76000023,0,0,8,0,NA,NA,NA,NA,NA,NA,NA,0,NA
20,1,8,40,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,0,NA
26,1,4,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
25,1,4,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
29,1,6,37.04999924,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
20,1,4,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
18,1,11,12.35000038,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
27,1,13,100,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
18,1,27,20,0,0,6,1,NA,NA,NA,NA,NA,NA,NA,0,NA
25,1,10,19.76000023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
20,1,8,30,0,30,69,1,NA,NA,NA,NA,NA,NA,NA,1,NA
23,1,13,12,0,24,20,1,NA,NA,NA,NA,NA,NA,NA,0,NA
27,1,8,30,0,0,33,0,NA,NA,NA,NA,NA,NA,NA,1,NA
20,1,6,12,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,0,NA
18,0,8,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
15,1,8,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
19,1,8,7.414730549,0,0,27,0,NA,NA,NA,NA,NA,NA,NA,0,NA
26,1,13,12,0,24,20,1,NA,NA,NA,NA,NA,NA,NA,0,NA
15,0,9,49.40000153,0,30,36,1,NA,NA,NA,NA,NA,NA,NA,0,NA
15,1,8,7.414730549,0,0,27,0,NA,NA,NA,NA,NA,NA,NA,0,NA
18,1,15,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
28,1,6,8,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,1,NA
18,1,7,10,0,6,7,0,NA,NA,NA,NA,NA,NA,NA,0,NA
16,1,16,2,0,10,16,1,NA,NA,NA,NA,NA,NA,NA,0,NA
16,1,7,74.09999847,1,3,28,1,NA,NA,NA,NA,NA,NA,NA,1,NA
28,0,7,60,1,0,23,0,NA,NA,NA,NA,NA,NA,NA,1,NA
25,0,9,5,0,30,60,1,NA,NA,NA,NA,NA,NA,NA,1,NA
28,1,8,4,0,31,7,1,NA,NA,NA,NA,NA,NA,NA,0,NA
30,1,8,99,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
25,1,11,25,0,35,7,1,NA,NA,NA,NA,NA,NA,NA,1,NA
28,1,7,100,1,0,5,0,NA,NA,NA,NA,NA,NA,NA,0,NA
20,1,7,100,1,0,5,0,NA,NA,NA,NA,NA,NA,NA,1,NA
14,1,7,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
18,0,13,18,0,29,46,1,NA,NA,NA,NA,NA,NA,NA,0,NA
30,1,12,3,0,0,12,0,NA,NA,NA,NA,NA,NA,NA,1,NA
19,1,5,56,1,11,9,1,NA,NA,NA,NA,NA,NA,NA,0,NA
20,1,7,35,0,0,12,0,NA,NA,NA,NA,NA,NA,NA,1,NA
15,1,7,74.09999847,1,3,28,1,NA,NA,NA,NA,NA,NA,NA,0,NA
17,1,11,46,0,6,27,1,NA,NA,NA,NA,NA,NA,NA,0,NA
25,1,7,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
20,0,15,100,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
27,0,14,50,1,0,200,1,NA,NA,NA,NA,NA,NA,NA,0,NA
22,1,12,3,0,0,12,0,NA,NA,NA,NA,NA,NA,NA,1,NA
23,1,8,14.81999969,0,8,12,1,NA,NA,NA,NA,NA,NA,NA,1,NA
29,1,12,2,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,1,NA
18,1,6,6,0,16,27,1,NA,NA,NA,NA,NA,NA,NA,0,NA
30,1,7,29.63999939,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
30,1,3,14.81999969,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,1,NA
16,1,10,18,0,0,15,1,NA,NA,NA,NA,NA,NA,NA,1,NA
18,1,4,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
20,1,9,50,1,0,20,1,NA,NA,NA,NA,NA,NA,NA,0,NA
30,0,11,20,0,2,20,1,NA,NA,NA,NA,NA,NA,NA,1,NA
14,1,7,9,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,0,NA
15,1,4,20,0,0,12,0,NA,NA,NA,NA,NA,NA,NA,0,NA
19,1,8,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
27,1,9,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
30,1,7,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
20,1,7,8,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,0,NA
21,1,6,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
30,1,8,99,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
21,1,6,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
20,1,13,10,0,0,65,1,NA,NA,NA,NA,NA,NA,NA,1,NA
29,1,13,100,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
15,1,10,5,0,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA
19,0,7,100,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
18,1,9,98,1,130,18,1,NA,NA,NA,NA,NA,NA,NA,0,NA
25,1,9,98,1,130,18,1,NA,NA,NA,NA,NA,NA,NA,0,NA
19,1,9,98,1,130,18,1,NA,NA,NA,NA,NA,NA,NA,0,NA
28,1,11,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA
21,1,14,1,0,2,30,1,NA,NA,NA,NA,NA,NA,NA,0,NA
